Accident_ID,Accident_Type_Code,Adverse_Weather_Metric,Cabin_Temperature,Control_Metric,Days_Since_Inspection,Max_Elevation,Safety_Score,Severity,Total_Safety_Complaints,Turbulence_In_gforces,Violations,source
10362,4,0.0776846904276515,79.58,71.19416590701921,15,42336.4810156185,23.424657534246602,Highly_Fatal_And_Damaging,10,0.351454020915975,2,train
1159,7,0.0010359524358996301,78.46,49.042844120328205,13,15180.0317902949,62.511415525114096,Significant_Damage_And_Serious_Injuries,0,0.5436646231518211,1,train
9071,3,0.170265585090925,77.95,73.2907930720146,5,34497.643982666,54.246575342465704,Significant_Damage_And_Serious_Injuries,4,0.244349801658853,1,train
5386,1,1.30833972726219,78.17,68.7784867821331,18,35553.1857893287,33.1050228310502,Minor_Damage_And_Injuries,5,0.265265777136675,2,train
1330,4,0.0758867263611491,79.25,55.742935278031,14,41817.980603858596,26.2557077625571,Significant_Damage_And_Fatalities,2,0.303852145690588,3,train
3108,6,0.0122725648420376,84.76,56.8368277119417,20,50122.019751680804,30.776255707762605,Highly_Fatal_And_Damaging,2,0.30349152542372904,3,train
1119,7,0.00302253034884826,76.94,69.64448495897899,17,33771.9962999398,48.6301369863014,Significant_Damage_And_Fatalities,1,0.30313090515687,2,train
10252,4,0.0852658479246149,81.48,68.64175022789429,12,46371.5275238705,30.3196347031963,Highly_Fatal_And_Damaging,0,0.41348070681572296,2,train
1491,1,1.41925629416222,79.74,37.511394712853296,14,38783.3566123134,23.1050228310502,Significant_Damage_And_Fatalities,22,0.577923548503426,3,train
7003,6,0.00748354252390023,77.38,81.175934366454,16,29575.3516590254,29.0867579908676,Significant_Damage_And_Serious_Injuries,2,0.23713739632167302,3,train
12066,7,0.00216517885963475,78.7,70.5560619872379,14,27171.7746672583,59.5433789954338,Significant_Damage_And_Fatalities,15,0.239661738189686,1,train
8060,4,0.0438845610976343,78.49,53.600729261622604,13,24068.4258556326,27.8538812785388,Significant_Damage_And_Fatalities,5,0.47226181031373904,2,train
9682,4,0.0379490753135521,77.1,79.39835916134909,15,20146.9172518634,20.958904109589,Highly_Fatal_And_Damaging,9,0.267429498737829,3,train
2002,2,0.44231497740864395,76.09,54.922515952598,11,32793.2571499654,58.310502283105,Highly_Fatal_And_Damaging,4,0.40518644067796605,1,train
10816,6,0.00609428775687228,85.61,59.024612579763,11,25813.380543758798,45.7534246575342,Significant_Damage_And_Serious_Injuries,17,0.311425171294627,3,train
8394,2,0.40693396192835896,79.72,64.6308113035552,14,30063.6622439764,46.5753424657534,Minor_Damage_And_Injuries,1,0.316473855030653,1,train
5069,2,0.292872788776625,78.31,76.7547857793984,15,22004.4704078618,45.296803652967995,Minor_Damage_And_Injuries,3,0.215500180310133,2,train
4507,2,0.617744870168884,77.62,50.3646308113035,20,45105.8414366345,40.5479452054794,Significant_Damage_And_Fatalities,14,0.354699603317706,2,train
4835,2,0.270944893610654,80.98,61.3947128532361,11,20134.1452289941,57.5799086757991,Minor_Damage_And_Injuries,4,0.5483526866209879,2,train
6589,1,1.3583961336022699,76.02,73.5186873290793,12,37060.2236393683,32.1461187214612,Highly_Fatal_And_Damaging,5,0.404104579877389,3,train
8956,1,0.870409654339999,83.19,61.5770282588879,15,23728.3517080817,31.5981735159817,Significant_Damage_And_Serious_Injuries,2,0.3492902993148211,2,train
6418,4,0.0678905095124799,77.04,56.1531449407475,15,36683.459920566296,20.2283105022831,Significant_Damage_And_Fatalities,1,0.523469888207717,1,train
1739,1,1.7819138386816697,82.75,56.1531449407475,14,48583.5486330922,26.2100456621005,Significant_Damage_And_Fatalities,3,0.784558961413632,3,train
1081,6,0.00915243168490802,78.93,57.5660893345488,10,37429.1532436738,51.0045662100457,Significant_Damage_And_Serious_Injuries,18,0.38823728813559294,2,train
230,3,0.18690900082285397,87.34,62.0328167730173,12,37571.9051001859,43.5159817351598,Significant_Damage_And_Serious_Injuries,2,0.45134583483591795,3,train
7862,7,0.00321236301491286,80.44,51.3673655423883,11,35285.2690352296,35.2511415525114,Significant_Damage_And_Fatalities,6,0.398695275874504,2,train
5615,4,0.0201031280653107,77.34,64.4484958979034,11,3971.09422585752,33.7442922374429,Highly_Fatal_And_Damaging,2,0.514093761269383,1,train
8718,4,0.0672799843490762,81.57,76.0711030082042,19,36989.0802344552,31.8264840182648,Minor_Damage_And_Injuries,0,0.386434186801298,2,train
1796,4,0.0255570135508452,77.23,68.9608021877849,12,13938.951027036299,42.8767123287671,Significant_Damage_And_Serious_Injuries,14,0.254447169130905,3,train
8646,6,0.0105571863156422,80.47,61.5770282588879,15,42708.8544741583,31.506849315068497,Significant_Damage_And_Serious_Injuries,4,0.49389902632527904,3,train
925,3,0.110911641223805,78.48,85.9617137648131,11,22102.038543134102,35.9817351598173,Highly_Fatal_And_Damaging,7,0.19891164803461897,2,train
2300,1,0.6516237432438571,82.18,53.281677301731996,16,17318.5484826987,30.1369863013699,Minor_Damage_And_Injuries,3,0.250119725928597,2,train
6035,3,0.19833600453073896,80.05,80.0364630811304,5,40028.3261414048,54.5205479452055,Highly_Fatal_And_Damaging,3,0.18304435629282395,0,train
645,4,0.0523085891514352,78.36,61.2579762989973,12,28287.9926044483,54.885844748858396,Minor_Damage_And_Injuries,4,0.4372816444284171,1,train
2384,2,0.4857707984398089,87.23,76.8915223336372,11,35859.444796217904,57.5799086757991,Minor_Damage_And_Injuries,1,0.428266137756942,2,train
5453,2,0.399359325657671,80.27,84.8678213309025,13,29399.9062826069,27.305936073059396,Highly_Fatal_And_Damaging,13,0.263823296069239,2,train
9005,3,0.19627479673633397,81.92,68.91522333637201,11,38968.236520877996,58.2648401826484,Minor_Damage_And_Injuries,7,0.284739271547061,3,train
4175,6,0.00716896155939985,80.07,89.51686417502279,7,30107.346641430602,83.6529680365297,Significant_Damage_And_Fatalities,1,0.27536314460872696,4,train
9726,4,0.0815350514760914,78.22,61.6681859617138,11,44997.4738217543,34.7945205479452,Highly_Fatal_And_Damaging,19,0.448460872701046,1,train
8335,4,0.0531058897859763,77.49,75.75205104831359,12,28715.7080419414,29.7260273972603,Highly_Fatal_And_Damaging,17,0.19602668589974803,1,train
8382,4,0.0470079021016096,79.61,66.5907019143118,12,25615.582228896,32.3744292237443,Highly_Fatal_And_Damaging,11,0.586939055174901,2,train
9993,1,0.849133433713455,80.6,50.5925250683683,20,23086.070390942998,15.205479452054801,Minor_Damage_And_Injuries,10,0.40807140281283794,4,train
875,6,0.0105692095171719,79.36,88.4685505925251,11,44244.903458707005,69.36073059360729,Significant_Damage_And_Fatalities,31,0.250480346195456,1,train
2325,4,0.0677018072057364,76.78,54.968094804010896,16,36683.459920566296,17.7168949771689,Significant_Damage_And_Fatalities,1,0.47154056978002207,1,train
11248,2,0.12212240073769,77.99,52.2333637192343,12,9666.94055790232,30.3196347031963,Significant_Damage_And_Fatalities,1,0.42249621348719796,2,train
8489,5,0.0297081807839066,77.36,62.853236098450296,12,44899.0705087481,56.027397260274,Minor_Damage_And_Injuries,13,0.312507032095204,2,train
7000,2,0.43265129710754,76.2,66.4995442114859,16,32060.634073431298,41.7351598173516,Minor_Damage_And_Injuries,5,0.46577064551027797,3,train
4283,2,0.40559831303273297,80.79,73.1996353691887,12,29887.8059671659,56.8493150684931,Minor_Damage_And_Injuries,0,0.35217526144969297,2,train
3799,1,0.41675474434655607,76.53,65.9981768459435,19,11268.2935055275,16.6666666666667,Significant_Damage_And_Serious_Injuries,15,0.499308330328164,3,train
7372,2,0.415919626722151,77.36,72.1969006381039,17,30684.6725583661,27.397260273972602,Significant_Damage_And_Serious_Injuries,0,0.34027479264334604,2,train
9008,6,0.0058973059340499,78.87,53.783044667274396,18,24170.0895338431,47.899543378995396,Significant_Damage_And_Serious_Injuries,12,0.472622430580599,2,train
11554,3,0.148519062507784,81.84,45.67000911577029,12,29832.3547137758,42.6940639269406,Minor_Damage_And_Injuries,11,0.414923187883159,2,train
10570,1,1.22202819070877,77.98,64.9954421148587,9,33179.916004662795,65.98173515981729,Minor_Damage_And_Injuries,3,0.339553552109629,2,train
12336,7,0.00440429373420935,78.52,84.1841385597083,11,53915.3329941275,34.6575342465753,Highly_Fatal_And_Damaging,5,0.19891164803461897,0,train
9511,7,0.00135636474701727,76.33,74.567000911577,14,13696.9970624703,59.8173515981735,Significant_Damage_And_Fatalities,0,0.303852145690588,2,train
9293,4,0.0670381602224939,82.39,57.9762989972653,15,36653.7936554078,22.602739726027398,Highly_Fatal_And_Damaging,15,0.527797331410025,0,train
11680,4,0.0790283218204027,82.93,72.8350045578852,15,43034.5727095005,21.2785388127854,Highly_Fatal_And_Damaging,8,0.329456184637577,1,train
9844,7,0.00385705428951585,76.83,57.155879671832295,11,42842.0382744754,69.8630136986301,Significant_Damage_And_Serious_Injuries,3,0.441609087630725,2,train
7236,4,0.0556587239915045,78.77,67.6390154968095,7,30423.7249691533,48.675799086758005,Highly_Fatal_And_Damaging,2,0.251922827262892,4,train
11373,1,0.5894887082752671,79.16,74.24794895168641,16,15576.828144153998,18.7214611872146,Highly_Fatal_And_Damaging,2,0.23894049765596803,2,train
3557,3,0.170265585090925,79.53,41.203281677301796,9,34001.7261707233,52.3744292237443,Minor_Damage_And_Injuries,5,0.623001081860801,1,train
841,4,0.0507105431114939,77.34,63.6736554238833,12,27897.8067021377,32.739726027397296,Highly_Fatal_And_Damaging,7,0.43259358095925005,2,train
8482,2,0.465273335265546,78.48,65.22333637192351,12,34310.1042592311,57.0319634703196,Minor_Damage_And_Injuries,9,0.27788748647674,1,train
10489,5,0.0214505158063771,76.58,68.7784867821331,12,32800.8368678312,54.4292237442922,Minor_Damage_And_Injuries,6,0.19891164803461897,2,train
8621,7,0.00364068615017295,79.29,73.0173199635369,14,37867.5043414365,58.767123287671204,Significant_Damage_And_Fatalities,8,0.34965091958168,4,train
4769,4,0.0692154391987707,80.64,76.8003646308113,15,37935.8016532287,33.1506849315068,Significant_Damage_And_Serious_Injuries,0,0.36948503425892504,1,train
6561,3,0.17508976484247502,82.71,54.2844120328168,15,34985.7217148431,34.6575342465753,Minor_Damage_And_Injuries,8,0.592348359177785,3,train
10412,4,0.0672971342373965,83.29,69.5989061075661,13,36539.8993329714,28.949771689497698,Highly_Fatal_And_Damaging,4,0.334865488640461,3,train
722,7,0.00324948173042506,77.86,77.073837739289,11,32624.4911271595,47.351598173515995,Significant_Damage_And_Serious_Injuries,0,0.32116191849982,4,train
4444,2,0.35853550033464393,80.79,68.1403828623519,11,26755.007941369702,59.04109589041099,Minor_Damage_And_Injuries,5,0.253365308330328,2,train
7948,4,0.0640529720617364,81.45,49.4074749316317,12,35275.1736500642,65.4337899543379,Significant_Damage_And_Serious_Injuries,7,0.421053732419762,3,train
9454,4,0.0658221949166717,81.31,65.22333637192351,7,36384.8862884969,48.6301369863014,Highly_Fatal_And_Damaging,22,0.334865488640461,1,train
1518,6,0.0108306048672192,82.86,21.1485870556062,5,42536.9610561116,55.662100456621,Highly_Fatal_And_Damaging,13,0.8180966462315179,2,train
8816,7,0.0025342470403040603,85.61,74.7948951686418,12,25956.993501701403,67.4429223744292,Significant_Damage_And_Fatalities,4,0.233531193653083,2,train
4818,4,0.0686361610266386,75.69,73.4731084776664,12,37388.6897063868,54.3835616438356,Minor_Damage_And_Injuries,6,0.28870609448251,2,train
11878,7,0.0037500668344686897,85.71,62.944393801276206,11,43296.0711451878,72.00913242009129,Significant_Damage_And_Fatalities,3,0.321883159033537,3,train
879,6,0.009514099172600541,78.21,74.74931631722879,15,40416.903479105895,32.4657534246575,Significant_Damage_And_Serious_Injuries,4,0.265626397403534,1,train
11437,4,0.0743575787909855,79.05,74.52142206016408,13,40754.7656202953,29.0867579908676,Highly_Fatal_And_Damaging,10,0.304573386224305,2,train
253,6,0.00341451541179736,80.16,88.87876025524159,8,14287.475458532701,57.1689497716895,Significant_Damage_And_Serious_Injuries,5,0.213697078975838,2,train
1542,1,0.8125532011588609,78.91,51.5952597994531,16,22087.486013663598,17.305936073059403,Significant_Damage_And_Fatalities,7,0.42249621348719796,0,train
6986,3,0.17562474822040197,81.39,54.649042844120295,15,35285.2690352296,30.8219178082192,Minor_Damage_And_Injuries,6,0.371648755860079,2,train
10288,3,0.190396357309199,77.25,33.682771194165895,6,38281.2923716348,62.7853881278539,Minor_Damage_And_Injuries,1,0.668078615218175,2,train
7061,4,0.0311584829016707,80.05,79.85414767547859,5,17326.7709003087,54.84018264840179,Highly_Fatal_And_Damaging,28,0.2061240533718,4,train
2189,4,0.0575081967404916,76.78,75.25068368277121,16,31531.7961960508,17.1689497716895,Highly_Fatal_And_Damaging,15,0.29123043635052304,0,train
9030,3,0.190936989659089,77.96,71.3764813126709,9,38369.5421594542,51.41552511415521,Significant_Damage_And_Serious_Injuries,3,0.22704002884962102,3,train
5662,3,0.105891316867506,78.11,48.9061075660894,14,21369.8130817081,36.0730593607306,Significant_Damage_And_Serious_Injuries,4,0.25264406779661,4,train
1447,1,1.3901185803260703,81.13,52.2333637192343,12,37945.780251352204,30.1369863013699,Significant_Damage_And_Fatalities,0,0.7856408222142092,3,train
6487,2,0.5777738764976279,81.75,65.49680948040111,14,42621.8436108,48.767123287671204,Minor_Damage_And_Injuries,33,0.329095564370718,2,train
505,4,0.11478887018574499,82.85,67.5934366453965,12,56326.3502441608,30.6392694063927,Highly_Fatal_And_Damaging,0,0.269232600072124,2,train
3379,1,1.11360026590412,79.15,62.6709206927985,12,30269.9710133246,41.1415525114155,Significant_Damage_And_Serious_Injuries,0,0.315752614496934,3,train
9665,5,0.0144372865277043,80.96,82.04193254329991,12,22036.1723032917,43.5159817351598,Significant_Damage_And_Serious_Injuries,3,0.254807789397764,4,train
8107,2,0.588559894511099,80.23,53.96536007292621,11,43203.9825103468,46.98630136986301,Minor_Damage_And_Injuries,2,0.461803822574828,3,train
9715,5,0.0202962591321259,82.15,54.0109389243391,19,30719.4991147123,9.90867579908676,Significant_Damage_And_Fatalities,12,0.466852506310854,1,train
11780,5,0.0291001545682159,78.35,77.52962625341841,13,44315.605350123,51.5525114155251,Minor_Damage_And_Injuries,11,0.316473855030653,1,train
8538,4,0.0608856857112103,76.35,52.0510483135825,11,33112.521853507205,36.2557077625571,Significant_Damage_And_Fatalities,7,0.280411828344753,2,train
784,3,0.0124778111374111,80.42,56.79124886052871,11,9560.909439384692,47.9908675799087,Minor_Damage_And_Injuries,9,0.414923187883159,1,train
6884,3,0.18104830322057103,79.06,44.712853236098496,14,36422.8749315475,23.1050228310502,Significant_Damage_And_Fatalities,16,0.6756516408222141,2,train
2895,5,0.0273077737918846,78.9,50.6836827711942,12,40541.7290443807,53.8356164383562,Significant_Damage_And_Serious_Injuries,1,0.7178442120447159,1,train
7463,7,0.0011026362175773,78.48,49.042844120328205,13,9966.28139209759,63.5159817351598,Significant_Damage_And_Serious_Injuries,4,0.25264406779661,2,train
2426,4,0.0502229972557038,78.56,60.665451230628996,12,27289.116534817796,67.9452054794521,Significant_Damage_And_Fatalities,35,0.41672628921745397,1,train
2831,1,1.43817383028133,78.92,73.746581586144,17,39239.2396275614,26.621004566210004,Significant_Damage_And_Serious_Injuries,0,0.36984565452578405,2,train
